,title,pubDate,description,link
366,Brazil to redeploy troops to Amazon to fight deforestation,2021-07-08 00:00:00.000000,"Brazilian/nPresident Jair Bolsonaro signed a decree Monday to dispatch Brazilian soldiers to the Amazon in a bid to curb surging deforestation./nThe move comes just two months after withdrawing troops from the region and days after his Environment Minister resigned./nThe decree published in the country's official gazette said soldiers would go to the states of Para, Amazonas, Mato Grosso and Rondonia through the end of August. It didn't provide details about the number of troops to be deployed nor the cost of the operation./nREAD MORE:/n/nYoung children dying in Brazil as Gamma variant surges/nVice President Hamilton Mourão told reporters earlier this month that the deployment could be extended beyond two months with the arrival of the dry season, when people burn forest to clear land./nAmazon deforestation has been ticking upwards for several years, but surged since the 2018 election of Mr Bolsonaro, who repeatedly called for development of the rainforest./nThe destruction has elicited an international outcry and, more recently, an effort by US President Joe Biden’s administration to urge Mr Bolsonaro to get tough on illegal logging./nThis will mark the third time that Mr Bolsonaro has dispatched troops to the Amazon, following two “Operation Green Brazil” deployments, the most recent of which ended in April./nEach mission involved thousands of soldiers. Still, environmental experts have said the military was ill-prepared and had limited efficacy./nIn 2020, deforestation in Brazil's Amazon reached a level unseen since 2008, according to official data./nAnd 98.9 per cent of deforestation had indications of illegality, either done near springs, in protected areas or carried out without requisite authorisation, according to data released this month by the MapBiomas Project, a network of non-profits, universities and technology companies that studies Brazilian land use./nBrazil’s environmental regulator levied fines in just five per cent of these cases, the group found./nMárcio Astrini, executive secretary of the Climate Observatory, a network of environmental non-profit groups, called the latest military deployment a “smokescreen″ that will allow the government to claim to be fighting deforestation. He noted a previously successful initiative, largely funded by the Norwegian and German governments, has been suspended since 2019./n“The government has adopted a series of measures that simply destroys the state’s monitoring capacity, like stopping environmental fines,″ Mr Astrini said./nHe added that the regulator has also ceased destroying machinery used for illegal logging./nMr Bolsonaro’s plan to send soldiers comes as the US administration has called for curbing Amazon deforestation in order to help arrest climate change. Mr Bolsonaro has said Brazil lacks enough funds to do so on its own, despite the fact the nation did so at the start of this century./nThe US has made clear it would only be willing to contribute once Brazil registers concrete progress, of which there has so far been no sign./nTalks between the US and Brazil's environment ministry have stalled, three Brazilian government officials told The Associated Press, speaking on condition of anonymity because they weren’t authorised to speak publicly./nThe decision to deploy troops is partially meant to demonstrate the government’s good intentions to the US, one of the officials added./nOn June 23, Environment Minister Ricardo Salles announced his resignation, giving up his post amid sharp criticism of his tenure and two investigations into his actions involving allegedly illegal timber operations. He has denied all wrongdoing.",https://www.9news.com.au/world/brazil-to-redeploy-troops-to-amazon-to-fight-deforestation/f2043f31-927b-4b4e-bd98-33fa63010b6f
367,Classified UK defence papers found at bus stop: reports,2021-06-12 00:00:00.000000,"Sensitive/ndefence/ndocuments containing details about the British military have been found at a bus stop in England, the BBC reported Sunday./nThe papers included plans for a possible/nUK/nmilitary presence in Afghanistan, as well as discussion about the potential Russian reaction to the British warship HMS Defender’s travel through waters off the Crimean coast last week, the BBC said./nThe broadcaster said a member of the public who wanted to remain unnamed contacted it when they found the pile of documents — about 50 pages in all — in a soggy heap Tuesday behind a bus stop in Kent, southeast of London./nREAD MORE:/n/nPentagon releases long-awaited UFO report/nThe Ministry of Defence said an employee had reported the loss of the documents last week. It did not provide details about the incident or confirm the documents were found at a bus stop./n“The Ministry of Defence was informed last week of an incident in which sensitive defence papers were recovered by a member of the public,"" it said in a statement,/nwhich was also posted to Twitter./n“The department takes the security of information extremely seriously and an investigation has been launched.""/n“The department takes the security of information extremely seriously and an investigation has been launched,” it said in a statement./n“It would be inappropriate to comment further.”/nJohn Healey, the defence spokesman for the opposition Labour party, said the incident was both embarrassing and worrying./n“Ministers must be able to confirm to the public that national security has not been undermined, that no military or security operations have been affected and that the appropriate procedures are in place to ensure nothing like this happens again,” he said./nThe HMS Defender upset Russia’s military on Wednesday when it sailed south of the Crimean Peninsula in a Black Sea area that Moscow claims as its territorial waters./nMany nations, including the UK, do not accept Russia's 2014 annexation of Crimea from Ukraine and consider that area to be Ukrainian waters./nRussia said one of its warships fired warning shots in response to the destroyer’s intrusion, but Britain denied that account and said the warship was not in Russian waters. The UK's Ministry of Defence said the ship was “conducting innocent passage through Ukrainian territorial waters in accordance with international law.”/nThe documents showed officials conducted high-level discussions before Wednesday's clash about how Russia may react if HMS Defender sailed close to Crimea, the BBC said.",https://www.9news.com.au/world/report-classified-uk-defence-papers-found-at-bus-stop/a08b0b0b-6ed4-4bba-9b4a-9aff4b260a0b
368,Grim border seizures to aid research into illegal wildlife trade,2021-07-08 00:00:00.000000,"In the basement of a government building in Canberra, a stone's throw from Parliament House, there is a locked room filled with macabre souvenirs and trophies./nLining the shelves – an armadillo mandolin, a small monkey paw, and tins labelled as bear and whale meat./nThere are orangutan skulls, animal skins, elephant feet and tusks, and musical instruments made from sea turtles./nREAD MORE:/nIndia's deadly conflict between people and elephants/nThese banned items were seized at the border by officials from the Department of Agriculture, Water and Environment./nSome of them will soon be used to aid research into the multi-billion-dollar illegal wildlife trade – and it's hoped they will also help authorities prosecute future animal trafficking cases./nThe Federal Government is donating 200 items to the Australian Museum in Sydney for science and education./nEnvironment Minister Sussan Ley told 9News that such items ""go hand in hand with a very evil trade"" – often with global links to organised crime./n""But some good is coming from these seized products,"" she said./n""(Scientists) can examine these, they can learn from them, they can carry out tests and, in some cases, inform our scientific endeavour, which seeks to protect animals internationally.""/nAustralian Museum Chief Scientist Professor Kris Helgen told 9News the donated items will be included in a reference collection of more than 20 million objects, used by scientists from around the world./nHe said they would not only be used for research, but could also play a role in helping Australian and international authorities crack down on poaching and trafficking./n""Some of that reference material gets used by our scientists for things like prosecuting animal wildlife trafficking cases,"" Professor Helgen said./n""When the government seizes material and it might be involved in a sting operation or a seizure to stop wildlife trafficking from coming into this country – or coming out of this country – they'll often come to us to help identify material.""/nScientists could also use DNA and chemistry to pinpoint where exactly the animals were hunted, and where the products were sent from./n""That information goes directly back to managers and law enforcement that need to clamp down in certain areas,"" Professor Helgen said./nIn Australia, the maximum penalty for wildlife trade offences is 10 years in jail and a $222,000 fine for individuals./nThe Federal Government has recently nominated an extra 125 animals to be added to the Convention on International Trade in Endangered Species (CITES)./nProducts from animals on this list cannot be brought into Australia without a permit from the federal government./n""Internationally, this Convention acts to protect the animals and prevent that trade,"" Ms Ley said./n""It's just so important we work hard with partner nations to prevent the smuggling of our precious wildlife.""",https://www.9news.com.au/national/grim-border-seizures-to-aid-research-into-illegal-wildlife-trade/fb9d289f-cc42-4c24-8ca1-a256e8ef2ada
369,Daniel Andrews returns to work after recovering from horror back injury,2021-07-08 00:00:00.000000,"Daniel Andrews has returned to work today, the first time since falling downstairs at his holiday home in March./nThe Victorian premier spent 111 days recovering from a serious back injury that was so horrific his wife Catherine has described fearing he would die./nMs Andrews said she discovered him turning blue and crippled in pain after a horrific back injury on holiday in regional Victoria./nREAD MORE:/n/nPunters betting on Daniel Andrews' return to work/nThe Victorian Premier suffered broken ribs and spinal damage after falling on the wet stairs in Sorento, on the Mornington Peninsula, in March this year - but Mr Andrews said he is determined to run for the position of Premier again next year./nIn a video message, Mr Andrews said he and his family were on a weekend away, where it had been raining, when he slipped on a step heading off to work./n""As I put my foot on the first step, I knew I was in trouble,"" he said in the video with his wife Catherine sitting beside him./n""I didn't really connect with the step, it just slid straight off. I became airbourne almost, so I'm horizontal with the step./n""Then all I could hear was this almighty crunch. And that's when I knew… and when I heard the crunch, I thought 'this is serious, we're in trouble here'""./nMr Andrews said his injuries left him unable to breathe, let alone call for help./n""Cath must have heard me groaning in pain. I couldn't yell out. She comes and finds me a few moments later. It felt like an eternity because I couldn't breathe. I could only take shallow breaths in and out,"" he said./nMrs Andrews described finding her husband as shocking./n""You were going blue and we were looking at each other and I was thinking you're going to die here in Sorento, at this holiday house and you were looking at me and you felt the same,"" she said./nMr Andrews said his wife phoned an ambulance and members of his close personal protection detail./n""I can remember the ambos getting there and they gave me one of those green whistles… but they knew I had broken ribs… so they said, don't breathe on that too hard or it will make you cough,"" he said./n""But it wasn't until they got a line into my hand and gave me some pretty significant pain relief that things kind of settled.""/nMr Andrews offered his thanks to the first responders, saying he was proud and grateful. He also addressed the/n""vile stories"" that were spread around his injury/n./n""Politics isn't always like that. I've got one of the most touching and most important messages that came to me, a text message from (former Victorian Premier) Ted Baillieu on the day of this accident, the evening of that Tuesday,"" he said./nLabor frontbencher/nTanya Plibersek/ndefended Mr Andrews on Today./n""He has had the biggest health scare,"" Ms Plibersek said./n""I know Dan Andrews, I know him well, and I know to keep him off work for one day is really hard, to keep him away from work for three months, recovering from a super-serious injury, would've been so difficult./n""Here he's had this major health incident and they're saying it ""We have to get to the bottom of it 'We have to get to the bottom of it'./n""It's pretty obvious what happened. He fell over, he was badly injured and had to stay off work to recover.""/nMr Andrews said Mr Baillieu shared his experience with recovering from a back injury, and the importance of taking the time to properly heal from an injury./n""He made it really clear to me and us that we needed to take our time and heal properly,"" Mr Andrews said./nHe said the injury had also given him time to remind himself of the things that are important in his life, such as family and representing Victorians./n""I'm coming back this week. I'm fit, I'm strong, I'm healthy,"" he said./n""I'm on the ballot next year. I'm running, and I'm running to win. There's unfinished business and I'm determined to get it done.""",https://www.9news.com.au/national/daniel-andrews-wife-on-finding-him-turning-blue-after-horror-back-injury/153c5c1d-4716-4ccb-992d-8ed840e5d54b
370,Investigation launched after 'sensitive' UK defense documents reportedly 'found at bus stop',2021-06-12 00:00:00.000000,"Defence officials are investigating after an employee from the/nUK/nMinistry of Defence lost several ""sensitive"" documents that were later found by a member of the public, a ministry spokesperson said./nThe action follows a BBC report that the papers were found at a bus stop in Kent, southeast England./n""The Ministry of Defence was informed last week of an incident in which sensitive defence papers were recovered by a member of the public,"" the spokesperson told CNN in a statement on Sunday./nREAD MORE:/nRussia threatens to bomb 'on target' as UK plans to repeat ship journey/n""The department takes the security of information extremely seriously and an investigation has been launched. The employee concerned reported the loss at the time.""/nThe BBC says it was passed the documents, which numbered almost 50 pages, by the member of the public when they realised the sensitive nature of the files./nThe incident comes after a British warship - the HMS Defender - became embroiled in a confrontation with Russian forces off the coast of the disputed territory of Crimea on Wednesday./nRussia/nsays one of its warplanes dropped bombs and a patrol boat fired warning shots to turn back the British destroyer it claims entered into its territorial waters in the Black Sea./nREAD MORE:/nUK Health Secretary caught breaking own COVID-19 rules in cinch with aide/nThe UK's Ministry of Defence denied Moscow's accusation, saying that the vessel was making a legal and innocent passage./nThe BBC reports that the documents found at the bus stop discuss Russia's likely reactions to HMS Defender's passage on Wednesday./nAsked about the contents of the documents relating to HMS Defender, the Ministry of Defence spokesperson told CNN: ""As the public would expect, the Ministry of Defence plans carefully. As a matter of routine, that includes analysing all the potential factors affecting operational decisions./n""HMS Defender conducted innocent passage through Ukrainian territorial waters in accordance with international law.""/nThe lost documents also allegedly discussed a possible British military presence in Afghanistan following the end of the NATO mission in that country./nREAD MORE:/nUK denies claims Russia fired warning shots, dropped bombs near British ship/nCNN cannot independently verify the contents of the documents. The MoD did not comment on Afghanistan when contacted by CNN./nUK Secretary of State for Northern Ireland Brandon Lewis described the incident as a ""serious breach"" of security, speaking on the BBC's Andrew Marr show on Sunday./n""To an extent, processes were followed; it was reported by the individual as soon as they were aware they had left those documents and obviously somebody handed it into the BBC, but there will be a full investigation by the Ministry of Defence into how this happened,"" Lewis said./n""We've got to ensure when things like this happen, whether it's human error or otherwise, that it can't happen again.""",https://www.9news.com.au/world/investigation-launched-after-sensitive-uk-defense-documents-reportedly-found-at-bus-stop/553ea950-d35a-4467-83ad-346ad9085361
371,Prime Minister Scott Morrison chats with schoolkids from isolation,2021-06-12 00:00:00.000000,"Exclusive:/nWith a bit more time to himself than usual, the Prime Minister has dialled into a school from isolation./nScott Morrison spent part of his Friday afternoon being quizzed by Year Six students from Brisbane's St Peter's Chanel./nThe students asked him about his government's actions on/nclimate change/n, emissions reduction, and/ncoronavirus/n./nREAD MORE:/nSydney's lockdown explained/n""There have been many, many challenges but I think the important thing is to have kept up everybody's confidence regardless of what the challenge is,"" Mr Morrison said./n""If people can still keep believing that we'll get through it, then they keep working on the solution and not becoming overwhelmed by the problem./n""I think that's one of the key things you've got to do in leadership is you've got make sure your team and the rest of the country, if you're a Prime Minister, can maintain that level of confidence.""/nAfter a bruising week, in which the/nformer Deputy Prime Minister Michael McCormack was dumped by The Nationals/nover a perceived weaker stance on climate issues, Mr Morrison was asked twice what his government was doing about climate change./n""Climate change is having a very real impact on our world,"" he said./n""The way to fix it is to find the technologies, like a vaccine, that can help remove those emissions - it's totally possible, we're just going to have to invest more and more to achieve it./n""We'll only solve climate change in Australia when we can also solve it in countries like Indonesia, China, Vietnam and Africa./n""There's no good just fixing it in Australia because if the emissions are coming from all these other countries, well our reefs our waterways will be just as impacted,"" Mr Morrison said.",https://www.9news.com.au/national/prime-minister-scott-morrison-dials-into-school-for-a-chat/b143374f-d4fa-41b9-a9c2-50f70710ac0f
372,NSW Deputy Premier John Barilaro tests negative for coronavirus,2021-06-25 00:00:00.000000,"NSW Deputy Premier John Barilaro has confirmed he has tested negative to COVID-19./nHowever, Mr Barilaro will remain in isolation until at least July 6 and will continue to test for the virus./nIt comes after NSW MPs were issued with a ""stay put"" directive yesterday after it was revealed NSW Agriculture Minister Adam Marshall contracted/nCOVID-19/n./nREAD MORE:/n/nBarnaby Joyce back in Parliament after COVID-19 contact scare/nMr Marshall was one of the four ministers told to self-isolate after dining in a Paddington restaurant on Monday, which was listed as a/nvenue of concern/n./nMr Barilaro received a text message yesterday which alerted him that he was a close contact of Minister for Agriculture Adam Marshall./n""I was considered a close contact with (Mr) Marshall after the budget meeting and the budget dinner,"" he said./n""(This) is the right decision and a number of my colleagues are in exactly the same boat.""/n""With this variant, it's possible you could have a positive test on your second or third attempt. I'll get retested on the 29th and then retested on July 4.""/nREAD MORE:/n/nTesting ramped up 650km from Sydney after virus found in sewage/nThe agriculture minister dined with Nationals MPs Ben Franklin, Trevor Khan and Steph Cooke at Christo's Pizzeria eatery on Monday./nMr Barilaro said one of the biggest concerns has been containing outbreaks to the Sydney metropolitan area./nAs a result of this, regional and National Party MPs were told to stay put while they awaited tested results./n""Yesterday there were a number of regional MPs (and) National Party MPs, that were meant to be travelling back home,"" he said./nREAD MORE:/n/nNeedle-free coronavirus vaccine trial begins in Australia - and could be the future/n""I made it clear yesterday that no one is to travel home until we get advice from Health./n""Of course, everybody has been tested and, of course, if a decision is made if you're deemed close or casual (contact) because that will determine what you can or cannot do.""/nNSW Premier Gladys Berejiklian and Health Minister Brad Hazzard were both released from isolation after testing negative for the virus./nNewly-reinstated Deputy Prime Minister Barnaby Joyce/nreturned to Parliament for Question Time yesterday/n, after he was found to be a possible close contact of a COVID-19 case.",https://www.9news.com.au/national/coronavirus-nsw-updates-nsw-deputy-premier-john-barilaro-tests-negative-for-covid19/d95ee88d-536e-45d9-aa97-a60b3e9afcdd
373,New York court suspends Rudy Giuliani's law licence,2021-06-12 00:00:00.000000,"An appeals court has suspended Rudy Giuliani from practising law in New York because he made false statements while trying to get courts to overturn/nDonald Trump's/nloss in the presidential race./nAn attorney disciplinary committee said in its motion to suspend Mr Giuliani's license that there was ""uncontroverted evidence"" that he had made false statements to the courts, the public and lawmakers as he pushed theories that the election was stolen through fraud./n""This country is being torn apart by continued attacks on the legitimacy of the 2020 election and of our current president, Joseph R. Biden,"" the committee wrote, on Thursday (Friday AEST)./nREAD MORE:/n/n'Good for all of us': Giuliani's Ukraine phone call over Biden revealed/n""The hallmark of our democracy is predicated on free and fair elections./n""False statements intended to foment a loss of confidence in our elections and resulting loss of confidence in government generally damage the proper functioning of a free society.""/nThe ruling, signed Thursday, will prevent Mr Giuliani from representing clients as a lawyer./nIn the decision, the committee wrote that Mr Giuliani ""communicated demonstrably false and misleading statements to courts, lawmakers and the public at large"" as a lawyer for Mr Trump./nMr Giuliani had claimed the investigation into his conduct violated his First Amendment right of free speech and that he did not knowingly make false statements, according to the decision./nThe court rejected those arguments, noting that in Pennsylvania, Mr Giuliani failed to ""provide a scintilla of evidence for any of the varying and wildly inconsistent numbers of dead people he factually represented voted in Philadelphia during the 2020 presidential election.""/nREAD MORE:/n/nHow Team Trump wound up in garden centre carpark for key news briefing/nA message seeking comment about the ruling was sent on Thursday to Mr Giuliani and his lawyer./nMr Giuliani was the primary mouthpiece for Mr Trump's lies after the 2020 election, standing at a press conference in front of Four Seasons Total Landscaping outside Philadelphia on the day the race was called for Biden and saying they would challenge what he claimed was a vast conspiracy by Democrats./nThe lies around the 2020 election helped push an angry mob of pro-Trump rioters to storm the US Capitol on January 6 in a shocking effort to stop the certification of President Biden's victory./nSince that time, Republicans have used that lie to push stricter voting laws nationwide.",https://www.9news.com.au/world/rudy-giulianis-new-york-law-licence-suspended-over-donald-trump-2020-election-loss-claims/4121bfa3-6d62-49fd-a6d5-3354a0905c1c
374,China takes Australia to World Trade Organisation over anti-dumping measures,2021-07-08 00:00:00.000000,"China is taking Australia to the World Trade Organisation over concerns around Australia's anti-dumping measures on some Chinese products./nSpecifically, the complaint involves how Chinese wind towers, stainless steel sinks and railway wheels are handled./n""On June 24, China filed a lawsuit against Australia's anti-dumping and countervailing measures against imports of railway wheels, wind towers, and stainless steel sink products from China under the WTO dispute settlement mechanism,"" a press release filed to China's Ministry of Commerce website reads./nREAD MORE:/n/nAustralia taking China to trade watchdog over wine tariffs/nReuters reports that Gao Feng, a Chinese commerce ministry spokesman, said the action had been taken to correct Australia's ""wrong practices""./n""(China) hopes that the Australian side will take concrete action to correct the wrong practices and avoid distortions to the trade of related products, so that trade will return to a normal track as soon as possible,"" Mr Gao said./nThe World Trade Organisation acts as an independent arbiter between member countries who believe their trade agreements are being infringed upon./nAustralia's Trade Minister Dan Tehan said Australia will ""vigorously defend"" itself against the complaint./n""China has the right to take this action but we will vigorously defend the duties that we have put in place,"" Mr Tehan said./n""Why they have taken this action now is a question you would have to ask China.""/nREAD MORE:/n/nClogged ports in China could deal blow to end-of-year shopping/nThe move comes just five days after Australia said it would take China to the WTO over tariffs placed on Australian wines./nLast year Chinese authorities placed hefty tariffs of up to 212 per cent on Australian wines being imported into China./nAs a result, Australian/nwine exports to China/ncollapsed to just $12 million in just one quarter, down dramatically from $325 million in the same period a year earlier./nLast month, data from/nindustry body Wine Australia/nfor the year to March revealed the total value of Australian global wine exports had dropped to $2.77 billion, a decline of four per cent compared with the year before./nThis was mainly caused by ""the toll taken by high Chinese tariffs"", the document said./nThe WHO says its main function ""is to ensure that trade flows as smoothly, predictably and freely as possible"".",https://www.9news.com.au/national/china-takes-australia-to-wto-over-anti-dumping-measures-on-wind-towers-railway-wheels/758d4f74-6889-4db7-96d0-f2426bff60cb
375,Voluntary euthanasia legalised in South Australia,2021-06-12 00:00:00.000000,"South Australia's Parliament has voted to/nlegalise euthanasia/n./nThe/nvoluntary assisted dying legislation/npassed the House of Assembly, making South Australia to fourth state in Australia to do so./nAssisted dying would be allowed for people aged 18 and over who have been a South Australian resident for at least 12 months, and who are suffering from an incurable and terminal illness, disease, or condition./nLIVE UPDATES:/nEleven more coronavirus cases in NSW/nThe laws are expected to come into effect in 18 months./nNumerous safeguards would be in place, including the approval of two doctors./nVictoria was the first state to pass assisted dying laws, under the Andrews government in 2017./nWestern Australia and Tasmania have also passed legislation in favour of proposed voluntary euthanasia, although the laws have not yet come into effect./nIn 1996, the Northern Territory temporarily legalised voluntary euthanasia, but the law was overturned in 1997 by the federal government – a reversal only possible for territories rather than states.",https://www.9news.com.au/national/voluntary-assisted-dying-euthanasia-legalised-south-australia-national-news/869829c3-8a06-4157-a215-4d496270742a
376,Barnaby Joyce back in Parliament after COVID-19 contact scare,2021-06-24 00:00:00.000000,"Newly-reinstated Deputy Prime Minister Barnaby Joyce is back in Parliament for Question Time after he was found to be a possible close contact of a/nCOVID-19/ncase./nDefence Minister Peter Dutton told Question Time Mr Joyce had been identified as a possible contact of a COVID-19 case after attending a function./nHowever, the Nationals leader has since returned to the House./nMr Dutton said no other federal representatives were believed to be in a similar situation./nAll NSW MPs were issued with a ""stay put"" directive after it was revealed NSW Agriculture Minister Adam Marshall contracted the virus./nMr Marshall was one of the four ministers told to self-isolate after dining in a Paddington restaurant on Monday, which was listed as a/nvenue of concern/n./nNSW Premier Gladys Berejiklian and Health Minister Brad Hazzard have both been released from isolation after testing negative for the virus./nLIVE UPDATES:/n/nHealth Minister in isolation after virus alert/nThe agriculture minister dined with Nationals MPs Ben Franklin, Trevor Khan and Steph Cooke at Christo's Pizzeria eatery on Monday./nA message from government whip Adam Crouch just after 9am this morning advised ministers to ""stay put"" and not move until they receive further updates following the positive diagnosis./n""If you are currently in Parliament House, remain in Parliament House,"" the message read./n""If you are not in Parliament House, remain where you are.""/nMs Berejiklian confirmed at a press conference she had been categorised as a casual contact and isolated until she returned a negative test result today./nShe said she had not had any contact with Mr Marshall./n""He has been interviewed and he had zero contact with me and others. I was interviewed and had zero contact,"" she said./n""I was there for a short time, addressed the crowd and didn't have contact with him whatsoever.""/nShe has received both doses of the AstraZeneca vaccine./nMr Hazzard tweeted that he too had returned a negative result and was released from isolation as a casual contact./nMr Marshall returned a positive test result this morning and is currently asymptomatic./nREAD MORE:/n/nSydney isolated by new restrictions/n""This morning just after 8am, I was formally advised by NSW Health that I had returned a positive test for COVID-19,"" Mr Marshall said in a statement./nNSW Health informed him via text message late on Tuesday night that he attended a ""close contact venue"" on Monday evening and needed to get tested./nMr Marshall said he was ""doing fine"" and would continue to follow health advice./n""To everyone who has contacted me this morning, thank you for your thoughts and well wishes - I'm doing fine and will continue to strictly follow the advice of health authorities,"" he said./n""To our wonderful NSW Health staff, who continue to do an amazing job in these challenging times, thank you for your support and efforts keeping all of us safe and well.""/nREAD MORE:/n/nState-by-state travel restrictions as NSW outbreak grows/nEarlier this morning, Parliament whips sent notes to members telling them not to bring in staff due to the positive case and other MPs in isolation./nEarlier, it was indicated that both houses will still sit today with numbers and time in parliament cut to a minimum, however that now appears up in the air./nEXPLAINER:/n/nWhat the tough new Sydney restrictions mean/nREAD MORE:/n/nSydney faces lockdown threat over mystery cases/nMr Hazzard said he was ""quite confident"" NSW would have a ""proportionate response"" to the current COVID-19 outbreak./n""I feel confident that we will continue to manage it carefully,"" Mr Hazzard said./n""The restrictions that were put in place are proportionate, they are sensible./n""But certainly we have never, ever before said wear masks basically everywhere except your home.""",https://www.9news.com.au/national/coronavirus-updates-nsw-health-minister-brad-hazzard-in-isolation-after-potential-exposure-australia/35f01b7f-ca38-4410-a35e-164e3e1a4084
377,Joyce admits he 'failed' to update interests on rental property,2021-07-08 00:00:00.000000,"Barnaby Joyce has admitted he ""failed"" to update his register of interests, and declare he had a rental property in New South Wales./nOn the day he was sworn in, the Deputy Prime Minister changed the listing of a property at Loomberah in New South Wales from residential to ""investment property""./nRP data shows the property was advertised for rent at $625 per week on February 10 this year./nReal estate agent Ray White has it listed as leased./nIn a statement to Nine News, Mr Joyce said: ""The Loomberah property was previously on the Register of Interests. Upon a change of purpose, I failed to update the details of the Register. This has now been rectified. All other disclosures are up to date and complete""./nMr Joyce has also listed a private charter flight from Armidale to Brisbane on May 5 under ""travel or hospitality""./nThe following day, My Joyce chaired a public hearing in Brisbane as part of parliamentary inquiry into Developing Australia's Space Industry./nThe register of interests declaration does not say who provided the charter flight and Mr Joyce did not answer questions on who provided the flight.",https://www.9news.com.au/national/joyce-updates-register-of-interests-declares-rental-property/c9bcf06e-4901-496e-9c4a-5ecc2426b4b0
